model,dataset,stratum,level_n_problems,N,T,mean_acc,std_acc,source,dataset_family
Phi-4-mini-instruct,math500,L4,51,64,0.2,0.497,0.039,markdown,math500
Phi-4-mini-instruct,math500,L4,51,64,0.3,0.582,0.033,markdown,math500
Phi-4-mini-instruct,math500,L4,51,64,0.4,0.592,0.035,markdown,math500
Phi-4-mini-instruct,math500,L4,51,64,0.5,0.624,0.024,markdown,math500
Phi-4-mini-instruct,math500,L4,51,64,0.6,0.592,0.018,markdown,math500
Phi-4-mini-instruct,math500,L4,51,64,0.7,0.605,0.024,markdown,math500
Phi-4-mini-instruct,math500,L4,51,64,0.8,0.627,0.023,markdown,math500
Phi-4-mini-instruct,math500,L4,51,64,0.9,0.598,0.019,markdown,math500
Phi-4-mini-instruct,math500,L4,51,64,1.0,0.556,0.027,markdown,math500
Phi-4-mini-instruct,math500,L4,51,64,1.1,0.471,0.023,markdown,math500
Phi-4-mini-instruct,math500,L4,51,64,1.2,0.255,0.028,markdown,math500
Phi-4-mini-instruct,math500,L4,51,128,0.1,0.373,0.03,markdown,math500
Phi-4-mini-instruct,math500,L4,51,128,0.2,0.48,0.046,markdown,math500
Phi-4-mini-instruct,math500,L4,51,128,0.3,0.556,0.049,markdown,math500
Phi-4-mini-instruct,math500,L4,51,128,0.4,0.624,0.035,markdown,math500
Phi-4-mini-instruct,math500,L4,51,128,0.5,0.611,0.047,markdown,math500
Phi-4-mini-instruct,math500,L4,51,128,0.6,0.598,0.027,markdown,math500
Phi-4-mini-instruct,math500,L4,51,128,0.7,0.618,0.025,markdown,math500
Phi-4-mini-instruct,math500,L4,51,128,0.8,0.605,0.041,markdown,math500
Phi-4-mini-instruct,math500,L4,51,128,0.9,0.578,0.045,markdown,math500
Phi-4-mini-instruct,math500,L4,51,128,1.0,0.533,0.026,markdown,math500
Phi-4-mini-instruct,math500,L4,51,128,1.1,0.48,0.019,markdown,math500
Phi-4-mini-instruct,math500,L4,51,128,1.2,0.258,0.021,markdown,math500
Phi-4-mini-instruct,math500,L4,51,256,0.1,0.386,0.035,markdown,math500
Phi-4-mini-instruct,math500,L4,51,256,0.2,0.484,0.018,markdown,math500
Phi-4-mini-instruct,math500,L4,51,256,0.3,0.546,0.021,markdown,math500
Phi-4-mini-instruct,math500,L4,51,256,0.4,0.611,0.026,markdown,math500
Phi-4-mini-instruct,math500,L4,51,256,0.5,0.598,0.037,markdown,math500
Phi-4-mini-instruct,math500,L4,51,256,0.6,0.601,0.018,markdown,math500
Phi-4-mini-instruct,math500,L4,51,256,0.7,0.601,0.015,markdown,math500
Phi-4-mini-instruct,math500,L4,51,256,0.8,0.614,0.022,markdown,math500
Phi-4-mini-instruct,math500,L4,51,256,0.9,0.601,0.045,markdown,math500
Phi-4-mini-instruct,math500,L4,51,256,1.0,0.516,0.024,markdown,math500
Phi-4-mini-instruct,math500,L4,51,256,1.1,0.487,0.007,markdown,math500
Phi-4-mini-instruct,math500,L4,51,256,1.2,0.239,0.018,markdown,math500
Phi-4-mini-instruct,math500,L5,138,1,0.1,0.048,0.01,markdown,math500
Phi-4-mini-instruct,math500,L5,138,1,0.2,0.083,0.019,markdown,math500
Phi-4-mini-instruct,math500,L5,138,1,0.3,0.103,0.023,markdown,math500
Phi-4-mini-instruct,math500,L5,138,1,0.4,0.115,0.022,markdown,math500
Phi-4-mini-instruct,math500,L5,138,1,0.5,0.094,0.022,markdown,math500
Phi-4-mini-instruct,math500,L5,138,1,0.6,0.098,0.012,markdown,math500
Phi-4-mini-instruct,math500,L5,138,1,0.7,0.114,0.028,markdown,math500
Phi-4-mini-instruct,math500,L5,138,1,0.8,0.107,0.026,markdown,math500
Phi-4-mini-instruct,math500,L5,138,1,0.9,0.107,0.028,markdown,math500
Phi-4-mini-instruct,math500,L5,138,1,1.0,0.11,0.018,markdown,math500
Phi-4-mini-instruct,math500,L5,138,1,1.1,0.099,0.019,markdown,math500
Phi-4-mini-instruct,math500,L5,138,1,1.2,0.06,0.021,markdown,math500
Phi-4-mini-instruct,math500,L5,138,2,0.1,0.048,0.01,markdown,math500
Phi-4-mini-instruct,math500,L5,138,2,0.2,0.083,0.019,markdown,math500
Phi-4-mini-instruct,math500,L5,138,2,0.3,0.103,0.023,markdown,math500
Phi-4-mini-instruct,math500,L5,138,2,0.4,0.115,0.022,markdown,math500
Phi-4-mini-instruct,math500,L5,138,2,0.5,0.094,0.022,markdown,math500
Phi-4-mini-instruct,math500,L5,138,2,0.6,0.098,0.012,markdown,math500
Phi-4-mini-instruct,math500,L5,138,2,0.7,0.114,0.028,markdown,math500
Phi-4-mini-instruct,math500,L5,138,2,0.8,0.107,0.026,markdown,math500
Phi-4-mini-instruct,math500,L5,138,2,0.9,0.107,0.028,markdown,math500
Phi-4-mini-instruct,math500,L5,138,2,1.0,0.11,0.018,markdown,math500
Phi-4-mini-instruct,math500,L5,138,2,1.1,0.099,0.019,markdown,math500
Phi-4-mini-instruct,math500,L5,138,2,1.2,0.06,0.021,markdown,math500
Phi-4-mini-instruct,math500,L5,138,4,0.1,0.054,0.007,markdown,math500
Phi-4-mini-instruct,math500,L5,138,4,0.2,0.08,0.014,markdown,math500
Phi-4-mini-instruct,math500,L5,138,4,0.3,0.093,0.01,markdown,math500
Phi-4-mini-instruct,math500,L5,138,4,0.4,0.112,0.023,markdown,math500
Phi-4-mini-instruct,math500,L5,138,4,0.5,0.103,0.031,markdown,math500
Phi-4-mini-instruct,math500,L5,138,4,0.6,0.115,0.014,markdown,math500
Phi-4-mini-instruct,math500,L5,138,4,0.7,0.127,0.02,markdown,math500
Phi-4-mini-instruct,math500,L5,138,4,0.8,0.127,0.032,markdown,math500
Phi-4-mini-instruct,math500,L5,138,4,0.9,0.115,0.022,markdown,math500
Phi-4-mini-instruct,math500,L5,138,4,1.0,0.132,0.021,markdown,math500
Phi-4-mini-instruct,math500,L5,138,4,1.1,0.106,0.032,markdown,math500
Phi-4-mini-instruct,math500,L5,138,4,1.2,0.056,0.021,markdown,math500
Phi-4-mini-instruct,math500,L5,138,8,0.1,0.035,0.005,markdown,math500
Phi-4-mini-instruct,math500,L5,138,8,0.2,0.069,0.012,markdown,math500
Phi-4-mini-instruct,math500,L5,138,8,0.3,0.083,0.015,markdown,math500
Phi-4-mini-instruct,math500,L5,138,8,0.4,0.112,0.028,markdown,math500
Phi-4-mini-instruct,math500,L5,138,8,0.5,0.122,0.031,markdown,math500
Phi-4-mini-instruct,math500,L5,138,8,0.6,0.134,0.02,markdown,math500
Phi-4-mini-instruct,math500,L5,138,8,0.7,0.162,0.021,markdown,math500
Phi-4-mini-instruct,math500,L5,138,8,0.8,0.169,0.026,markdown,math500
Phi-4-mini-instruct,math500,L5,138,8,0.9,0.146,0.01,markdown,math500
Phi-4-mini-instruct,math500,L5,138,8,1.0,0.151,0.015,markdown,math500
Phi-4-mini-instruct,math500,L5,138,8,1.1,0.123,0.012,markdown,math500
Phi-4-mini-instruct,math500,L5,138,8,1.2,0.053,0.01,markdown,math500
Phi-4-mini-instruct,math500,L5,138,16,0.1,0.035,0.011,markdown,math500
Phi-4-mini-instruct,math500,L5,138,16,0.2,0.074,0.013,markdown,math500
Phi-4-mini-instruct,math500,L5,138,16,0.3,0.097,0.011,markdown,math500
Phi-4-mini-instruct,math500,L5,138,16,0.4,0.122,0.026,markdown,math500
Phi-4-mini-instruct,math500,L5,138,16,0.5,0.14,0.028,markdown,math500
Phi-4-mini-instruct,math500,L5,138,16,0.6,0.158,0.02,markdown,math500
Phi-4-mini-instruct,math500,L5,138,16,0.7,0.161,0.037,markdown,math500
Phi-4-mini-instruct,math500,L5,138,16,0.8,0.173,0.032,markdown,math500
Phi-4-mini-instruct,math500,L5,138,16,0.9,0.171,0.028,markdown,math500
Phi-4-mini-instruct,math500,L5,138,16,1.0,0.19,0.014,markdown,math500
Phi-4-mini-instruct,math500,L5,138,16,1.1,0.124,0.009,markdown,math500
Phi-4-mini-instruct,math500,L5,138,16,1.2,0.045,0.011,markdown,math500
Phi-4-mini-instruct,math500,L5,138,32,0.1,0.035,0.014,markdown,math500
Phi-4-mini-instruct,math500,L5,138,32,0.2,0.059,0.017,markdown,math500
Phi-4-mini-instruct,math500,L5,138,32,0.3,0.097,0.012,markdown,math500
Phi-4-mini-instruct,math500,L5,138,32,0.4,0.126,0.018,markdown,math500
Phi-4-mini-instruct,math500,L5,138,32,0.5,0.138,0.031,markdown,math500
Phi-4-mini-instruct,math500,L5,138,32,0.6,0.156,0.035,markdown,math500
Phi-4-mini-instruct,math500,L5,138,32,0.7,0.185,0.025,markdown,math500
Phi-4-mini-instruct,math500,L5,138,32,0.8,0.179,0.018,markdown,math500
Phi-4-mini-instruct,math500,L5,138,32,0.9,0.164,0.017,markdown,math500
Phi-4-mini-instruct,math500,L5,138,32,1.0,0.167,0.007,markdown,math500
Phi-4-mini-instruct,math500,L5,138,32,1.1,0.134,0.014,markdown,math500
Phi-4-mini-instruct,math500,L5,138,32,1.2,0.048,0.008,markdown,math500
Phi-4-mini-instruct,math500,L5,138,64,0.1,0.037,0.012,markdown,math500
Phi-4-mini-instruct,math500,L5,138,64,0.2,0.066,0.012,markdown,math500
Phi-4-mini-instruct,math500,L5,138,64,0.3,0.095,0.017,markdown,math500
Phi-4-mini-instruct,math500,L5,138,64,0.4,0.133,0.02,markdown,math500
Phi-4-mini-instruct,math500,L5,138,64,0.5,0.144,0.026,markdown,math500
Phi-4-mini-instruct,math500,L5,138,64,0.6,0.159,0.027,markdown,math500
Phi-4-mini-instruct,math500,L5,138,64,0.7,0.181,0.026,markdown,math500
Phi-4-mini-instruct,math500,L5,138,64,0.8,0.165,0.018,markdown,math500
Phi-4-mini-instruct,math500,L5,138,64,0.9,0.191,0.018,markdown,math500
Phi-4-mini-instruct,math500,L5,138,64,1.0,0.155,0.012,markdown,math500
Phi-4-mini-instruct,math500,L5,138,64,1.1,0.133,0.02,markdown,math500
Phi-4-mini-instruct,math500,L5,138,64,1.2,0.039,0.018,markdown,math500
Phi-4-mini-instruct,math500,L5,138,128,0.1,0.031,0.007,markdown,math500
Phi-4-mini-instruct,math500,L5,138,128,0.2,0.074,0.012,markdown,math500
Phi-4-mini-instruct,math500,L5,138,128,0.3,0.11,0.008,markdown,math500
Phi-4-mini-instruct,math500,L5,138,128,0.4,0.129,0.009,markdown,math500
Phi-4-mini-instruct,math500,L5,138,128,0.5,0.15,0.015,markdown,math500
Phi-4-mini-instruct,math500,L5,138,128,0.6,0.165,0.014,markdown,math500
Phi-4-mini-instruct,math500,L5,138,128,0.7,0.178,0.013,markdown,math500
Phi-4-mini-instruct,math500,L5,138,128,0.8,0.167,0.013,markdown,math500
Phi-4-mini-instruct,math500,L5,138,128,0.9,0.182,0.014,markdown,math500
Phi-4-mini-instruct,math500,L5,138,128,1.0,0.158,0.007,markdown,math500
Phi-4-mini-instruct,math500,L5,138,128,1.1,0.139,0.007,markdown,math500
Phi-4-mini-instruct,math500,L5,138,128,1.2,0.036,0.009,markdown,math500
Phi-4-mini-instruct,math500,L5,138,256,0.1,0.036,0.007,markdown,math500
Phi-4-mini-instruct,math500,L5,138,256,0.2,0.07,0.005,markdown,math500
Phi-4-mini-instruct,math500,L5,138,256,0.3,0.107,0.012,markdown,math500
Phi-4-mini-instruct,math500,L5,138,256,0.4,0.134,0.009,markdown,math500
Phi-4-mini-instruct,math500,L5,138,256,0.5,0.143,0.013,markdown,math500
Phi-4-mini-instruct,math500,L5,138,256,0.6,0.158,0.008,markdown,math500
Phi-4-mini-instruct,math500,L5,138,256,0.7,0.165,0.008,markdown,math500
Phi-4-mini-instruct,math500,L5,138,256,0.8,0.167,0.006,markdown,math500
Phi-4-mini-instruct,math500,L5,138,256,0.9,0.173,0.008,markdown,math500
Phi-4-mini-instruct,math500,L5,138,256,1.0,0.162,0.003,markdown,math500
Phi-4-mini-instruct,math500,L5,138,256,1.1,0.139,0.007,markdown,math500
Phi-4-mini-instruct,math500,L5,138,256,1.2,0.037,0.005,markdown,math500
Phi-4-mini-instruct,math500,overall,477,1,0.1,0.56895178197065,0.030760725320158208,markdown,math500
Phi-4-mini-instruct,math500,overall,477,1,0.2,0.575895178197065,0.04110338756844352,markdown,math500
Phi-4-mini-instruct,math500,overall,477,1,0.3,0.5821635220125786,0.04026398737389633,markdown,math500
Phi-4-mini-instruct,math500,overall,477,1,0.4,0.5695262054507337,0.035585695427763776,markdown,math500
Phi-4-mini-instruct,math500,overall,477,1,0.5,0.5529664570230608,0.03453415651868484,markdown,math500
Phi-4-mini-instruct,math500,overall,477,1,0.6,0.5569308176100629,0.04014846660918923,markdown,math500
Phi-4-mini-instruct,math500,overall,477,1,0.7,0.5449392033542978,0.03626717766935592,markdown,math500
Phi-4-mini-instruct,math500,overall,477,1,0.8,0.530104821802935,0.035854089352128866,markdown,math500
Phi-4-mini-instruct,math500,overall,477,1,0.9,0.5091928721174004,0.03911414248782213,markdown,math500
Phi-4-mini-instruct,math500,overall,477,1,1.0,0.4956289308176101,0.0298888226445534,markdown,math500
Phi-4-mini-instruct,math500,overall,477,1,1.1,0.44627672955974845,0.03775811240529513,markdown,math500
Phi-4-mini-instruct,math500,overall,477,1,1.2,0.37845492662473795,0.028760778674039877,markdown,math500
Phi-4-mini-instruct,math500,overall,477,2,0.1,0.56895178197065,0.030760725320158208,markdown,math500
Phi-4-mini-instruct,math500,overall,477,2,0.2,0.575895178197065,0.04110338756844352,markdown,math500
Phi-4-mini-instruct,math500,overall,477,2,0.3,0.5821635220125786,0.04026398737389633,markdown,math500
Phi-4-mini-instruct,math500,overall,477,2,0.4,0.5695262054507337,0.035585695427763776,markdown,math500
Phi-4-mini-instruct,math500,overall,477,2,0.5,0.5529664570230608,0.03453415651868484,markdown,math500
Phi-4-mini-instruct,math500,overall,477,2,0.6,0.5569308176100629,0.04014846660918923,markdown,math500
Phi-4-mini-instruct,math500,overall,477,2,0.7,0.5449392033542978,0.03626717766935592,markdown,math500
Phi-4-mini-instruct,math500,overall,477,2,0.8,0.530104821802935,0.035854089352128866,markdown,math500
Phi-4-mini-instruct,math500,overall,477,2,0.9,0.5091928721174004,0.03911414248782213,markdown,math500
Phi-4-mini-instruct,math500,overall,477,2,1.0,0.4956289308176101,0.0298888226445534,markdown,math500
Phi-4-mini-instruct,math500,overall,477,2,1.1,0.44627672955974845,0.03775811240529513,markdown,math500
Phi-4-mini-instruct,math500,overall,477,2,1.2,0.37845492662473795,0.028760778674039877,markdown,math500
Phi-4-mini-instruct,math500,overall,477,4,0.1,0.6063626834381551,0.028118982002322917,markdown,math500
Phi-4-mini-instruct,math500,overall,477,4,0.2,0.6248071278825996,0.04463189766644676,markdown,math500
Phi-4-mini-instruct,math500,overall,477,4,0.3,0.6310146750524108,0.031113776465641042,markdown,math500
Phi-4-mini-instruct,math500,overall,477,4,0.4,0.6287169811320755,0.03056971274850658,markdown,math500
Phi-4-mini-instruct,math500,overall,477,4,0.5,0.622041928721174,0.032766373313593715,markdown,math500
Phi-4-mini-instruct,math500,overall,477,4,0.6,0.627125786163522,0.033400404220554514,markdown,math500
Phi-4-mini-instruct,math500,overall,477,4,0.7,0.6179433962264151,0.02728773616614935,markdown,math500
Phi-4-mini-instruct,math500,overall,477,4,0.8,0.6130251572327045,0.03867197968269295,markdown,math500
Phi-4-mini-instruct,math500,overall,477,4,0.9,0.5881153039832285,0.03341725285327862,markdown,math500
Phi-4-mini-instruct,math500,overall,477,4,1.0,0.5928721174004193,0.0297084717110223,markdown,math500
Phi-4-mini-instruct,math500,overall,477,4,1.1,0.5361090146750523,0.03412149952097283,markdown,math500
Phi-4-mini-instruct,math500,overall,477,4,1.2,0.4488637316561845,0.03335873246162901,markdown,math500
Phi-4-mini-instruct,math500,overall,477,8,0.1,0.6248700209643607,0.026082316073156576,markdown,math500
Phi-4-mini-instruct,math500,overall,477,8,0.2,0.6439979035639412,0.036640242050595205,markdown,math500
Phi-4-mini-instruct,math500,overall,477,8,0.3,0.6489224318658281,0.030933722346285213,markdown,math500
Phi-4-mini-instruct,math500,overall,477,8,0.4,0.6685513626834382,0.023040525777252636,markdown,math500
Phi-4-mini-instruct,math500,overall,477,8,0.5,0.661509433962264,0.031241871060125805,markdown,math500
Phi-4-mini-instruct,math500,overall,477,8,0.6,0.6653899371069183,0.02704212879119816,markdown,math500
Phi-4-mini-instruct,math500,overall,477,8,0.7,0.6675241090146751,0.025214842056972542,markdown,math500
Phi-4-mini-instruct,math500,overall,477,8,0.8,0.6637819706498952,0.02712951312095913,markdown,math500
Phi-4-mini-instruct,math500,overall,477,8,0.9,0.6316310272536688,0.026311590418604387,markdown,math500
Phi-4-mini-instruct,math500,overall,477,8,1.0,0.6408155136268343,0.023848447070468886,markdown,math500
Phi-4-mini-instruct,math500,overall,477,8,1.1,0.5949517819706498,0.0328371881017828,markdown,math500
Phi-4-mini-instruct,math500,overall,477,8,1.2,0.4886205450733752,0.023236546794182626,markdown,math500
Phi-4-mini-instruct,math500,overall,477,16,0.1,0.6372473794549265,0.018432038463738108,markdown,math500
Phi-4-mini-instruct,math500,overall,477,16,0.2,0.6588637316561845,0.02516794740378953,markdown,math500
Phi-4-mini-instruct,math500,overall,477,16,0.3,0.668637316561845,0.03116780174840844,markdown,math500
Phi-4-mini-instruct,math500,overall,477,16,0.4,0.6868511530398324,0.021396770852981774,markdown,math500
Phi-4-mini-instruct,math500,overall,477,16,0.5,0.6836016771488469,0.02828234405640642,markdown,math500
Phi-4-mini-instruct,math500,overall,477,16,0.6,0.689203354297694,0.02457969539226473,markdown,math500
Phi-4-mini-instruct,math500,overall,477,16,0.7,0.6846645702306079,0.0293427657790458,markdown,math500
Phi-4-mini-instruct,math500,overall,477,16,0.8,0.6834570230607967,0.028247966105518683,markdown,math500
Phi-4-mini-instruct,math500,overall,477,16,0.9,0.6701572327044025,0.029752543361500836,markdown,math500
Phi-4-mini-instruct,math500,overall,477,16,1.0,0.6732327044025158,0.022301347601026332,markdown,math500
Phi-4-mini-instruct,math500,overall,477,16,1.1,0.614670859538784,0.03008830469907818,markdown,math500
Phi-4-mini-instruct,math500,overall,477,16,1.2,0.5043186582809225,0.022869880772336364,markdown,math500
Phi-4-mini-instruct,math500,overall,477,32,0.1,0.6417672955974842,0.017588053406830145,markdown,math500
Phi-4-mini-instruct,math500,overall,477,32,0.2,0.6591865828092243,0.02106498878757226,markdown,math500
Phi-4-mini-instruct,math500,overall,477,32,0.3,0.686006289308176,0.02003843267491462,markdown,math500
Phi-4-mini-instruct,math500,overall,477,32,0.4,0.6954947589098532,0.01805036048467826,markdown,math500
Phi-4-mini-instruct,math500,overall,477,32,0.5,0.6937148846960167,0.023397799534588645,markdown,math500
Phi-4-mini-instruct,math500,overall,477,32,0.6,0.6937547169811321,0.022693195721966347,markdown,math500
Phi-4-mini-instruct,math500,overall,477,32,0.7,0.7005345911949685,0.024418735289193208,markdown,math500
Phi-4-mini-instruct,math500,overall,477,32,0.8,0.6930922431865827,0.028175959540302643,markdown,math500
Phi-4-mini-instruct,math500,overall,477,32,0.9,0.6814863731656184,0.02181516599765496,markdown,math500
Phi-4-mini-instruct,math500,overall,477,32,1.0,0.6760922431865828,0.018452500072072976,markdown,math500
Phi-4-mini-instruct,math500,overall,477,32,1.1,0.6299224318658281,0.024157198318678564,markdown,math500
Phi-4-mini-instruct,math500,overall,477,32,1.2,0.5090272536687631,0.020855296598859846,markdown,math500
Phi-4-mini-instruct,math500,overall,477,64,0.1,0.6413899371069182,0.028562888061669813,markdown,math500
Phi-4-mini-instruct,math500,overall,477,64,0.2,0.6670964360587002,0.015218671639043372,markdown,math500
Phi-4-mini-instruct,math500,overall,477,64,0.3,0.6864528301886793,0.0173829116792509,markdown,math500
Phi-4-mini-instruct,math500,overall,477,64,0.4,0.6982096436058699,0.018890226860986577,markdown,math500
Phi-4-mini-instruct,math500,overall,477,64,0.5,0.6996729559748428,0.02119743467727344,markdown,math500
Phi-4-mini-instruct,math500,overall,477,64,0.6,0.6973081761006289,0.021987608478976014,markdown,math500
Phi-4-mini-instruct,math500,overall,477,64,0.7,0.6987190775681341,0.019675672173313372,markdown,math500
Phi-4-mini-instruct,math500,overall,477,64,0.8,0.6954213836477986,0.01797441694660026,markdown,math500
Phi-4-mini-instruct,math500,overall,477,64,0.9,0.6955828092243187,0.01450778725324179,markdown,math500
Phi-4-mini-instruct,math500,overall,477,64,1.0,0.6778364779874213,0.022337416316908377,markdown,math500
Phi-4-mini-instruct,math500,overall,477,64,1.1,0.6382914046121593,0.0206288963030851,markdown,math500
Phi-4-mini-instruct,math500,overall,477,64,1.2,0.5086415094339622,0.017991029677229712,markdown,math500
Phi-4-mini-instruct,math500,overall,477,128,0.1,0.641769392033543,0.014465530488960439,markdown,math500
Phi-4-mini-instruct,math500,overall,477,128,0.2,0.6690293501048218,0.020895968736432447,markdown,math500
Phi-4-mini-instruct,math500,overall,477,128,0.3,0.6911740041928721,0.01846669618325185,markdown,math500
Phi-4-mini-instruct,math500,overall,477,128,0.4,0.7014947589098534,0.013967242299120754,markdown,math500
Phi-4-mini-instruct,math500,overall,477,128,0.5,0.70320964360587,0.02012940317340284,markdown,math500
Phi-4-mini-instruct,math500,overall,477,128,0.6,0.7049433962264151,0.016045075395411654,markdown,math500
Phi-4-mini-instruct,math500,overall,477,128,0.7,0.7022536687631029,0.014378311759612246,markdown,math500
Phi-4-mini-instruct,math500,overall,477,128,0.8,0.6977777777777777,0.018230126883964654,markdown,math500
Phi-4-mini-instruct,math500,overall,477,128,0.9,0.6961761006289308,0.017549809318846817,markdown,math500
Phi-4-mini-instruct,math500,overall,477,128,1.0,0.6792809224318657,0.017777509169878532,markdown,math500
Phi-4-mini-instruct,math500,overall,477,128,1.1,0.6468553459119498,0.01361987695311633,markdown,math500
Phi-4-mini-instruct,math500,overall,477,128,1.2,0.5059308176100629,0.016113720601222292,markdown,math500
Phi-4-mini-instruct,math500,overall,477,256,0.1,0.6453207547169811,0.013289314129064915,markdown,math500
Phi-4-mini-instruct,math500,overall,477,256,0.2,0.669020964360587,0.00935957676120277,markdown,math500
Phi-4-mini-instruct,math500,overall,477,256,0.3,0.6878721174004193,0.013429058888898709,markdown,math500
Phi-4-mini-instruct,math500,overall,477,256,0.4,0.70116142557652,0.011764370756109812,markdown,math500
Phi-4-mini-instruct,math500,overall,477,256,0.5,0.7004863731656183,0.015387448940797833,markdown,math500
Phi-4-mini-instruct,math500,overall,477,256,0.6,0.7036519916142557,0.011662622839158848,markdown,math500
Phi-4-mini-instruct,math500,overall,477,256,0.7,0.6981635220125786,0.009669702407731483,markdown,math500
Phi-4-mini-instruct,math500,overall,477,256,0.8,0.6982914046121593,0.0116287794514471,markdown,math500
Phi-4-mini-instruct,math500,overall,477,256,0.9,0.6980461215932915,0.017107380681873813,markdown,math500
Phi-4-mini-instruct,math500,overall,477,256,1.0,0.680335429769392,0.014002994588385302,markdown,math500
Phi-4-mini-instruct,math500,overall,477,256,1.1,0.6518218029350105,0.009857900236104519,markdown,math500
Phi-4-mini-instruct,math500,overall,477,256,1.2,0.5064276729559748,0.011856320130800497,markdown,math500
Qwen2.5-3B,aime,L1,3,1,0.1,0.9443333333333334,0.2153516504077304,markdown,aime
Qwen2.5-3B,aime,L1,3,1,0.2,0.9443333333333334,0.2153516504077304,markdown,aime
Qwen2.5-3B,aime,L1,3,1,0.3,0.7776666666666667,0.2967204071175422,markdown,aime
Qwen2.5-3B,aime,L1,3,1,0.4,0.722,0.347079241672561,markdown,aime
Qwen2.5-3B,aime,L1,3,1,0.5,0.8336666666666668,0.3114658889830474,markdown,aime
Qwen2.5-3B,aime,L1,3,1,0.6,0.7776666666666667,0.40828870504419623,markdown,aime
Qwen2.5-3B,aime,L1,3,1,0.7,0.7776666666666667,0.2719319767883137,markdown,aime
Qwen2.5-3B,aime,L1,3,1,0.8,0.778,0.3261860409847934,markdown,aime
Qwen2.5-3B,aime,L1,3,1,0.9,0.7223333333333333,0.4137990655700743,markdown,aime
